icode,brand,name,discount,old_price,price,qty,scraped_at
13705808,迪朗奇,22.110全自動義式咖啡機,4折,36900,14900,42,2026-08-18 12:30:01
9486380,雅詩蘭黛,粉持久粉底液買1送2,77折,3100,2400,198,2026-08-18 12:30:01
14955206,DR.WU,玻尿酸保濕精華液3入組,5折,4800,2400,118,2026-08-18 12:30:01
15553788,Google,Pixel 11 Pro 5G 6.3吋(16G/512G/Tensor G6+Titan M3安全晶片/5000萬鏡頭畫素/AI手機),91折,44889,40990,50,2026-08-18 12:30:01
14288419,禾聯,2入組-小冰棒製冷手持扇 HUF-17HM010,38折,2580,990,270,2026-08-18 12:30:01
15394907,必勝客,13吋大比薩(10選2),29折,1320,389,476,2026-08-18 12:30:01
15341237,NIKE 耐吉,慢跑鞋 男鞋 女鞋 運動鞋 緩震 氣墊 AIR WINFLO 12 多款任選,57折,3300,1899,418,2026-08-18 12:30:01
13051066,耐吉斯,E系列狗飼料10磅,56折,1600,899,131,2026-08-18 12:30:01
15297386,火星猴子,曲奇奶酥2盒(附贈提袋),68折,1300,888,292,2026-08-18 12:30:01
15100974,FJ豐傑生醫,712D益生菌-克菲爾PLUS-5入,61折,4850,2999,107,2026-08-18 12:30:01
14956392,華碩,Ultra 7獨家AI 32G/OLED,93折,44999,41999,46,2026-08-18 12:30:01
7701923,BODYLUV,純淨完美蓮蓬頭+濾芯6入,56折,2094,1180,124,2026-08-18 12:30:01
10908299,象印,6人份多段式壓力IH電子鍋,55折,13990,7777,37,2026-08-18 12:30:01
14022093,CROSS,xZENDAR情人節禮物 新品到★頂級小牛皮質感皮夾 長短夾 皮帶 零錢包(附禮盒提袋 男女中性款),0.5折,29800,1688,163,2026-08-18 12:30:01
13163407,獅王,抗菌洗手慕斯補充瓶4入組,35折,2220,799,338,2026-08-18 12:30:01
7389662,大研生醫,視易適葉黃素3入組(30粒/入),41折,5940,2488,138,2026-08-18 12:30:01
14605954,安心國小1–12套書（共12冊）,安心國小1–12套書（共12冊）,55折,4080,2261,0,2026-08-18 12:30:01
15006068,樂高,玫瑰花束3入組10328,65折,5997,3899,43,2026-08-18 12:30:01
11028885,東元,4-5坪一級變頻冷暖,66折,26900,17900,12,2026-08-18 12:30:01
15131667,Wacoal 華歌爾,華歌爾x莎薇 2件組 美胸、運動、無鋼圈內衣(多款任選),28折,3760,1088,190,2026-08-18 12:30:01
3457216,半天水,100%鮮剖純椰子汁600mlx24瓶,57折,1560,898,387,2026-08-18 12:30:01
14819085,Joseph Joseph,Nest系列 砧板三件組-灰藍大,37折,2990,1111,42,2026-08-18 12:30:01
10419093,滿意寶寶,極上呵護輕巧褲L-XL(任選2箱組),75折,3798,2878,487,2026-08-18 12:30:01
15540520,半島精品店,主廚推薦奶黃月餅禮盒8入,99折,2430,2428,119,2026-08-18 12:30:01
14867617,未來美,早C晚A囤貨組,29折,7520,2186,24,2026-08-18 12:30:01
15457201,THE VEGAN 樂維根,經典植物優蛋白 2入 1KG/袋,6折,2160,1299,426,2026-08-18 12:30:01
15051998,FAMMIX 菲米斯,(2K攝影機組)SAFER-P1六合一電子鎖,81折,13299,10888,7,2026-08-18 12:30:01
15542980,石頭科技,F25 Ultra Steam Gen2臂蒸之帝洗地機,44折,39999,17999,49,2026-08-18 12:30:01
9735781,Persil,深層酵解濃縮洗衣精6包,49折,1914,949,470,2026-08-18 12:30:01
12874651,NEOFLAM,陶瓷輕量雙鍋組28炒鍋含蓋+24平底鍋,2折,4980,999,479,2026-08-18 12:30:01
