icode,brand,name,discount,old_price,price,qty,scraped_at
15236172,舒潔,熱銷霸王抽取110抽x60包x2箱,5折,2998,1510,105,2026-08-10 17:55:02
15518527,MSI 微星,15.6吋i7 RTX4050入門電競,82折,43900,35999,12,2026-08-10 17:55:02
13123458,高露潔,抗敏專家牙膏10入,31折,2820,899,257,2026-08-10 17:55:02
9688786,Kotex 靠得住,晚安好眠褲/日用懶人褲 M-XL(多款選),39折,1599,639,709,2026-08-10 17:55:02
14333848,Tefal 特福,瑪黑不沾深煎鍋30CM,37折,2699,999,963,2026-08-10 17:55:02
13590953,白蘭氏,官方直營 全新保捷三合一EX 30顆x5盒,78折,9900,7722,34,2026-08-10 17:55:02
14660441,FLOKK,HAG Capisco Puls工學椅,45折,37200,16999,55,2026-08-10 17:55:02
9738883,銀寶善存,50+男性/女性綜合維他命2盒,78折,2278,1799,178,2026-08-10 17:55:02
15491298,麥當勞,麥克雞塊 (10塊)+薯條(大)+可樂(中),7折,212,149,1,2026-08-10 17:55:02
15312736,滿意寶寶,TOMICA&哆啦A夢輕巧褲L-XL,63折,1899,1198,456,2026-08-10 17:55:02
14417185,Philips 飛利浦,600W 攜帶式儲能行動電源 DLP8093C,62折,20900,13111,9,2026-08-10 17:55:02
13244470,小米,75型4K Mini LED 杜比智慧聯網TV,76折,29995,22999,31,2026-08-10 17:55:02
11658969,Canon,PowerShot V10 數位相機 VLOG相機(公司貨),49折,22980,11390,12,2026-08-10 17:55:02
15183897,Crocs,Offroad 經典洞洞鞋,48折,2880,1399,176,2026-08-10 17:55:02
13913204,飛利浦,14.2L抗敏清淨除濕機-DE5306,64折,13990,8999,40,2026-08-10 17:55:02
12161679,日本桃雪,飯店大毛巾4件組,31折,3180,999,73,2026-08-10 17:55:02
15253180,URUHIMEMOMOKO 潤姬桃子,潤姬桃子30入x3盒,96折,2880,2784,191,2026-08-10 17:55:02
15491285,OBgE,控油清爽防曬棒2入組,6折,1516,919,244,2026-08-10 17:55:02
13615633,DR.WU,玻尿酸保濕精華液2入組,5折,3200,1600,186,2026-08-10 17:55:02
14456332,蘿拉蜜思,煥顏透明蜜粉29gx3入,29折,5340,1599,183,2026-08-10 17:55:02
14208908,Le Creuset,Gourmand 專業迷你鑄鐵鍋具3入組,33折,11880,3999,299,2026-08-10 17:55:02
14366680,Abee 快譯通,iFLYTEK AI外語助教辭典筆DP-588,85折,6990,5999,37,2026-08-10 17:55:02
12102840,RayBan 雷朋,經典飛行員墨鏡/太陽眼；多款任選,67折,7200,4888,95,2026-08-10 17:55:02
10729530,鍋寶,316不鏽鋼調理鍋3鍋6件組,33折,2980,990,254,2026-08-10 17:55:02
9683295,台灣好田,香檬原汁300mlX6瓶,49折,1800,899,300,2026-08-10 17:55:02
14035038,鐵鎚,除臭貓砂40磅x2組,55折,1998,1099,462,2026-08-10 17:55:02
13258563,白蘭,香氛洗衣球超值組172顆,57折,1086,629,446,2026-08-10 17:55:02
14463274,PP 石墨烯,石墨烯塑崩褲全系列任選2件,33折,13960,4688,88,2026-08-10 17:55:02
13799375,Simply 新普利,超級夜酵素DX 100顆(x2盒),37折,11200,4180,484,2026-08-10 17:55:02
15234910,GUXON,迷你冰敷手持扇 GXFMINI02,6折,990,600,403,2026-08-10 17:55:02
15379808,萬播,TOGO PRO 行動投影機+專用收納包,73折,10700,7888,50,2026-08-10 17:55:02
13892968,WEDGWOOD,英倫寢具天絲床包枕套組,23折,8480,1999,88,2026-08-10 17:55:02
15325345,Samsung 三星,Galaxy S26 Ultra 5G 6.9吋(12G/256G/Snapdragon 8 Elite Gen 5/2億鏡頭畫素/AI手機),93折,39490,37120,23,2026-08-10 17:55:02
15087578,Gelovery Gift,北海道十勝KANEKA生乳捲2條,45折,1100,499,527,2026-08-10 17:55:02
14478818,LA NEW,品牌週獨家↘舒適減壓真皮休閒鞋(多款),42折,5380,2288,198,2026-08-10 17:55:02
11141670,髮速黑,免沖洗黑髮套組(遮白髮),72折,2760,1999,184,2026-08-10 17:55:02
12787780,德國Emma,日式折疊床墊-單人,61折,6500,3999,93,2026-08-10 17:55:02
