icode,brand,name,discount,old_price,price,qty,scraped_at
11911911,大同,10人份電鍋瑰蜜粉,78折,3290,2590,76,2026-08-11 12:30:01
10055187,古寶無患子,20入-玉容活膚晶白皙經典組100g,38折,2599,990,278,2026-08-11 12:30:01
15491033,Foodcycler,廚餘大師Pro 五合一家用廚餘機(容量大、不挑食！FC-100TW),54折,20980,11380,498,2026-08-11 12:30:01
9643162,清秀佳人,送濕式衛生紙12抽2入★M-XL5件包/XXL4件包x12入,72折,1540,1111,388,2026-08-11 12:30:01
4908380,統一LP33,健字號益生菌膠囊*4盒,62折,4800,2995,139,2026-08-11 12:30:01
15231994,西湖渡假村,仲夏花火節★雙人一泊三食(贈4000元住宿抵用券),19折,18819,3599,138,2026-08-11 12:30:01
13506797,歐姬兒,升級版凍齡蜂王乳凝露EX6入,36折,12600,4622,63,2026-08-11 12:30:01
15479611,Apple,2025 iPad 11 A16/11吋/WiFi/256G,92折,19090,17588,26,2026-08-11 12:30:01
15356986,SKECHERS,女款 輕量防水涼鞋 (多款選),57折,1890,1090,273,2026-08-11 12:30:01
13303475,古寶無患子,玉容深層亮白水凝乳4入,55折,1596,880,63,2026-08-11 12:30:01
15016422,DIKE,14吋智能變頻遙控扇 HLE160WT,5折,1590,799,359,2026-08-11 12:30:01
8666029,Sofy蘇菲,彈力貼身衛生棉,39折,1158,459,1,2026-08-11 12:30:01
6467970,TiANN 鈦安專利萬用鈦砧板 大款-36x30公分,TiANN 鈦安專利萬用鈦砧板 大款-36x30公分,7折,2300,1619,86,2026-08-11 12:30:01
13760168,華元,餅乾派對箱2箱,59折,840,499,578,2026-08-11 12:30:01
15535147,大研生醫,山苦瓜胜雙層緩釋錠4入組(共240錠.陳美鳳代言-1200mg山苦瓜萃取.武靴葉.鉻),43折,7194,3150,97,2026-08-11 12:30:01
14553162,Haier 海爾,全新升級!R9 Plus 白大帥 高溫蒸氣織物清洗機+廚衛清潔組(高溫100度蒸氣/60度熱水/一機多用),57折,6990,3988,75,2026-08-11 12:30:01
14937238,台北茹曦酒店,SUNNY BUFFET★平日午/晚餐吃到飽(假日+200),83折,1298,1088,237,2026-08-11 12:30:01
13992136,歌林,4-5坪一級變頻冷暖,63折,25900,16490,14,2026-08-11 12:30:01
8649334,德邁國際工學椅,德邁國際工學椅,59折,4200,2499,116,2026-08-11 12:30:01
14003035,JVC,65型Mini LED TV,66折,29999,19988,44,2026-08-11 12:30:01
14069610,LEGO 樂高,航海王系列 75639 前進梅利號海賊船,63折,4699,2999,56,2026-08-11 12:30:01
14645822,健康優見,活力B群糖衣錠升級版x10瓶,16折,5500,888,192,2026-08-11 12:30:01
14211446,輝葉,WePAPA登山健走機(超慢跑 走路機HY-20613),69折,17800,12400,19,2026-08-11 12:30:01
7636288,雨之情,時尚高機能風雨衣 2.0版(升級版防水拉鍊),68折,890,609,489,2026-08-11 12:30:01
14956392,華碩,Ultra 7獨家AI 32G/OLED,93折,44999,41999,49,2026-08-11 12:30:01
14833198,HP 惠普,15吋Ultra 5輕薄高效筆電,67折,33900,22999,12,2026-08-11 12:30:01
12608515,ASUS 華碩,Zenfone 11 Ultra 5G 6.78吋(12G/256G/高通驍龍8 Gen3/5000萬鏡頭畫素/AI手機),74折,23990,17777,21,2026-08-11 12:30:01
14047897,惜惜,康普茶氣泡飲420mlx2箱(共48入),52折,1824,949,276,2026-08-11 12:30:01
15050983,野人舒食,舒肥雞胸30入,44折,3590,1599,184,2026-08-11 12:30:01
10977760,COACH,斜背包/肩背包/後背包/兩用包(多款),98折,6980,6888,35,2026-08-11 12:30:01
9929266,m2 美度,超能膠原飲8盒囤貨組(64入),37折,13440,5080,495,2026-08-11 12:30:01
15256433,法國STAUB,鑄鐵雙鍋組 圓鍋+平煎鍋16cm,31折,14880,4699,64,2026-08-11 12:30:01
10960211,HP,ST580三合一wifi連供機★低成本大印量多功能,76折,7817,5990,14,2026-08-11 12:30:01
15395134,契爾氏,冰河醣蛋白吸油水感凝凍,45折,3200,1440,109,2026-08-11 12:30:01
14499417,翻轉拉！孩子最愛的交通×工程×城市探險立體遊戲書,翻轉拉！孩子最愛的交通×工程×城市探險立體遊戲書,55折,2250,1247,84,2026-08-11 12:30:01
9735781,Persil,深層酵解濃縮洗衣精6包,49折,1914,949,489,2026-08-11 12:30:01
14532866,Tefal 特福,醇火不沾鍋具3件組,33折,2699,899,338,2026-08-11 12:30:01
14734140,Nutram 紐頓,無穀均衡健康狗飼料11.4kg,49折,4000,1999,69,2026-08-11 12:30:01
