icode,brand,name,discount,old_price,price,qty,scraped_at
12836521,日立,7-9坪一級變頻冷暖空調,74折,46190,34590,3,2026-08-09 06:55:01
7679325,船井生醫,極纖錠獨家增量版4盒(共448顆)+夜孅2袋(共40顆),27折,16120,4499,35,2026-08-09 06:55:01
10362698,花王,NEW柔舒蒸氣眼罩72入,55折,2340,1299,182,2026-08-09 06:55:01
15138465,良和時尚珠寶黃金金塊 馬上有錢金塊 (2.00錢±0.01),良和時尚珠寶黃金金塊 馬上有錢金塊 (2.00錢±0.01),91折,39888,36588,32,2026-08-09 06:55:01
13682418,雨沐HOOMUA,秒穿世袋全能側開雨衣贈收納袋(獨家色奶油白),53折,1290,690,369,2026-08-09 06:55:01
10850311,喵樂,貓罐鮪魚燒160g*24罐,73折,1080,799,80,2026-08-09 06:55:01
15390176,義美生醫,W PROTEIN SHAKE牛奶蛋白飲-可可(250mL*30瓶),36折,3000,1099,0,2026-08-09 06:55:01
13946198,資生堂國際櫃,山茶花小紅瓶精華75ml,28折,5600,1599,211,2026-08-09 06:55:01
4892335,統一LP33,健字號益生菌膠囊30顆*10盒,57折,12000,6888,34,2026-08-09 06:55:01
14055059,三星,75型QLED AI智慧顯示器,87折,39900,34900,34,2026-08-09 06:55:01
11575124,達摩本草,專利山苦瓜胜月太6入(共540顆),41折,12000,4950,87,2026-08-09 06:55:01
13864299,落建,頭皮洗髮精400mlx4入,69折,1516,1059,497,2026-08-09 06:55:01
11145331,原萃,無糖茶寶特瓶系列580ml x2箱(共48入;24入/箱),57折,1392,799,292,2026-08-09 06:55:01
15331327,BRITA,純淨全效型6芯-歐洲製,59折,2000,1183,120,2026-08-09 06:55:01
15541764,ASUS 華碩,ASUS PAD 3K OLED平板電腦(8G/256G),91折,19698,17999,46,2026-08-09 06:55:01
14275188,石頭科技,F25 Ultra淨蒸者蒸氣熱水雙效洗地機,89折,18888,16888,48,2026-08-09 06:55:01
13289938,recolte 麗克特,Cordless Bonne 無線萬用調理機(RCP-7),74折,3990,2980,669,2026-08-09 06:55:01
11028885,東元,4-5坪一級變頻冷暖,66折,26900,17900,10,2026-08-09 06:55:01
8531746,朵舒,momoco舒適柔韌150抽x80包,47折,1700,799,445,2026-08-09 06:55:01
15164824,Samsonite 新秀麗,28吋 MODIO 前開式可擴充大容量PC防盜拉鍊避震輪行李箱/旅行箱(多色可選),65折,14800,9699,37,2026-08-09 06:55:01
15122334,台南趣淘漫旅,4人入住豪華景觀房★贈超商抵用+水庫門票+館內冒險活動6項,18折,14300,2599,148,2026-08-09 06:55:01
14247335,SK-II,活膚霜80g送45g,55折,9980,5544,198,2026-08-09 06:55:01
15132057,Apple,MacBook Neo 13吋 A18 Pro(8G/256G),97折,22900,22213,14,2026-08-09 06:55:01
14905461,理膚寶水,極效B5彈潤超修復精華,35折,9096,3226,188,2026-08-09 06:55:01
14654886,瑞康屋,不鏽鋼平底鍋24cm+鍋鏟,54折,2200,1199,117,2026-08-09 06:55:01
13910511,YOMIX,由你吸 多仰角雙面強力真空吸盤磁吸手機支架,44折,899,399,468,2026-08-09 06:55:01
15107260,GAP,男裝 寬鬆度假彈性襯衫-多款任選,35折,1699,598,322,2026-08-09 06:55:01
14924186,PP 石墨烯,石墨烯蠶絲修復眼罩2入,13折,19800,2688,329,2026-08-09 06:55:01
10646071,卜蜂,特選國產手切霜降松阪豬超值8包組(150g/包),39折,2500,999,245,2026-08-09 06:55:01
14159603,24HRS,5件組★經典款無感集中內衣,55折,3400,1900,498,2026-08-09 06:55:01
14991731,NEW BALANCE,411+413系列_慢跑鞋/運動鞋_多款任選,52折,2280,1199,184,2026-08-09 06:55:01
12322617,KEYWAY聯府,面寬56-五層收納櫃,47折,7135,3399,99,2026-08-09 06:55:01
7695326,包大人,輕舒超薄褲/活力隱形褲/防漏安心褲,43折,2280,999,982,2026-08-09 06:55:01
