icode,brand,name,discount,old_price,price,qty,scraped_at
12842796,亞培,安素原味 HMB升級配方 90入,82折,7710,6375,149,2026-08-08 12:30:01
15129556,dyson,HD19國際電壓隨行吹風機(新品上市/全球電壓),91折,10900,9990,146,2026-08-08 12:30:01
10950080,台酒生技,黑酵母酒粕青春露5入,28折,4500,1288,201,2026-08-08 12:30:01
15257164,GARMINVENU 3 GPS 智慧腕錶 光譜黑,GARMINVENU 3 GPS 智慧腕錶 光譜黑,66折,14990,9990,150,2026-08-08 12:30:01
15248937,Estee Lauder 雅詩蘭黛,特潤超導全方位修護露100ml送100ml(加大版/國際航空版),25折,15800,4011,171,2026-08-08 12:30:01
14175260,法國皇家,理想體態貓飼料15kg,7折,4550,3199,481,2026-08-08 12:30:01
15437770,飲后,超孅飲6盒(15包/盒 白家綺監製 順暢代謝),36折,7680,2830,191,2026-08-08 12:30:01
15137218,華碩,15.6吋Core5輕薄16G,79折,24999,19999,45,2026-08-08 12:30:01
8141534,大研生醫,德國頂級魚油10入組(600粒.陳美鳳&權威醫生共同推薦),4折,19800,7950,90,2026-08-08 12:30:01
14402787,石頭科技,Qrevo C Pro掃拖機器人-超值組,77折,17999,13999,47,2026-08-08 12:30:01
15510578,Samsung 三星,Galaxy Z Fold8 5G 7.6吋(12G/512G/Snapdragon 8 Elite Gen 5/5000萬畫素超廣角/AI手機),9折,65900,59900,23,2026-08-08 12:30:01
8771176,美威鮭魚,精選鮭魚菲力系列任選二件組,69折,2578,1799,151,2026-08-08 12:30:01
15002869,Apple,iPhone 17e(256G/6.1吋),95折,21900,20900,178,2026-08-08 12:30:01
15438228,蘭蔻,小黑瓶100ml送正貨100ml,0.3折,136400,5226,34,2026-08-08 12:30:01
14740370,Apple,AirPods Pro 3,88折,7890,6999,29,2026-08-08 12:30:01
14789508,LEGO 樂高,Icons 10365 史傑克船長的海盜船,72折,12599,9188,20,2026-08-08 12:30:01
14548527,威利在哪裡？經典系列大集合1-7,威利在哪裡？經典系列大集合1-7,55折,2800,1552,290,2026-08-08 12:30:01
15394907,必勝客,2個十三吋鬆厚大比薩(口味10選2),29折,1320,389,219,2026-08-08 12:30:01
13146566,AHC,B5微導玻尿酸保濕精華液,43折,3000,1319,187,2026-08-08 12:30:01
14478745,大同,10人份不鏽鋼電鍋奶茶色,7折,3890,2740,90,2026-08-08 12:30:01
13905679,鈦安,萬用鈦砧板(大+中),72折,4100,2980,96,2026-08-08 12:30:01
11010637,大研生醫,視易適葉黃素10入組(300粒-陳美鳳代言.添加蝦紅素.智利酒果.山桑子),4折,19800,7950,98,2026-08-08 12:30:01
13244428,象印,買1送1超輕量彈蓋保溫杯600ml,35折,3600,1288,167,2026-08-08 12:30:01
14211446,輝葉,WePAPA登山健走機 HY-20613,69折,17800,12400,21,2026-08-08 12:30:01
10144379,RealShop,加州空運水蜜桃1.8kg 6-9顆,74折,1199,899,436,2026-08-08 12:30:01
10419093,滿意寶寶,極上呵護輕巧褲L-XL(任選2箱組),78折,3798,2998,489,2026-08-08 12:30:01
15252400,BRAUN 百靈,新5系列PRO免拆快洗電鬍刀★內含鬢角刀,49折,6888,3388,0,2026-08-08 12:30:01
13799375,Simply 新普利,超級夜酵素DX 100顆(x2盒),37折,11200,4180,495,2026-08-08 12:30:01
8372350,挺立,關鍵迷你錠UCII 4+1盒組,6折,4995,2998,176,2026-08-08 12:30:01
15131667,Wacoal 華歌爾,華歌爾x莎薇 2件組 美胸、運動、無鋼圈內衣(多款任選),28折,3760,1088,199,2026-08-08 12:30:01
10343718,元大珠寶黃金二錢金塊金條 投資保值利器(金重7.50克),元大珠寶黃金二錢金塊金條 投資保值利器(金重7.50克),95折,37288,35688,0,2026-08-08 12:30:01
7718839,汪喵星球,犬貓冷凍乾燥原肉零食260-300g,73折,1210,888,469,2026-08-08 12:30:01
8013804,飛利浦,全自動義式咖啡機(EP2220),28折,34900,9999,90,2026-08-08 12:30:01
15116881,DJI,OSMO POCKET 4全能套裝 手持口袋攝影機/相機 ｜旗艦高畫質｜多款底片濾鏡,96折,18591,18032,27,2026-08-08 12:30:01
12721647,LG,19KG變頻洗衣機,67折,27900,18888,23,2026-08-08 12:30:01
13317110,臻御行,量販無調味堅果任選2袋,8折,938,759,428,2026-08-08 12:30:01
11764022,FL 生活+,超巨型360L摺疊收納箱-三層款,3折,7960,2399,122,2026-08-08 12:30:01
13704397,湛盧咖啡,經典綜合濾掛咖啡2盒(共72包;中焙/深焙 任選),74折,1616,1199,220,2026-08-08 12:30:01
9735781,Persil,深層酵解濃縮洗衣精6包,49折,1914,949,448,2026-08-08 12:30:01
14364756,Acer,送包鼠★14吋32G Ultra 7 AI筆電,9折,40900,36900,18,2026-08-08 12:30:01
9113256,舒酸定,長效抗敏牙膏8入,47折,1418,669,417,2026-08-08 12:30:01
14739665,Dr.Schaumann’s厚繭嫩足拋光霜驚爆2件組,Dr.Schaumann’s厚繭嫩足拋光霜驚爆2件組,11折,9900,1112,541,2026-08-08 12:30:01
