icode,brand,name,discount,old_price,price,qty,scraped_at
11911911,大同,10人份電鍋瑰蜜粉,78折,3290,2590,97,2026-08-11 11:03:02
10055187,古寶無患子,20入-玉容活膚晶白皙經典組100g,38折,2599,990,299,2026-08-11 11:03:02
15491033,Foodcycler,廚餘大師Pro 五合一家用廚餘機(容量大、不挑食！FC-100TW),54折,20980,11380,500,2026-08-11 11:03:02
9643162,清秀佳人,送濕式衛生紙12抽2入★M-XL5件包/XXL4件包x12入,72折,1540,1111,399,2026-08-11 11:03:02
4908380,統一LP33,健字號益生菌膠囊*4盒,62折,4800,2995,150,2026-08-11 11:03:02
15231994,西湖渡假村,仲夏花火節★雙人一泊三食(贈4000元住宿抵用券),19折,18819,3599,139,2026-08-11 11:03:02
15016422,DIKE,14吋智能變頻遙控扇 HLE160WT,5折,1590,799,397,2026-08-11 11:03:02
8666029,Sofy蘇菲,彈力貼身衛生棉,39折,1158,459,1,2026-08-11 11:03:02
13303475,古寶無患子,玉容深層亮白水凝乳4入,55折,1596,880,86,2026-08-11 11:03:02
6467970,TiANN 鈦安專利萬用鈦砧板 大款-36x30公分,TiANN 鈦安專利萬用鈦砧板 大款-36x30公分,7折,2300,1619,99,2026-08-11 11:03:02
15356986,SKECHERS,女款 輕量防水涼鞋 (多款選),57折,1890,1090,299,2026-08-11 11:03:02
15479611,Apple,2025 iPad 11 A16/11吋/WiFi/256G,92折,19090,17588,29,2026-08-11 11:03:02
13506797,歐姬兒,升級版凍齡蜂王乳凝露EX6入,36折,12600,4622,70,2026-08-11 11:03:02
14956392,華碩,Ultra 7獨家AI 32G/OLED,93折,44999,41999,50,2026-08-11 11:03:02
13760168,華元,餅乾派對箱2箱,59折,840,499,604,2026-08-11 11:03:02
15535147,大研生醫,山苦瓜胜雙層緩釋錠4入組(共240錠.陳美鳳代言-1200mg山苦瓜萃取.武靴葉.鉻),43折,7194,3150,100,2026-08-11 11:03:02
14553162,Haier 海爾,全新升級!R9 Plus 白大帥 高溫蒸氣織物清洗機+廚衛清潔組(高溫100度蒸氣/60度熱水/一機多用),57折,6990,3988,79,2026-08-11 11:03:02
14937238,台北茹曦酒店,SUNNY BUFFET★平日午/晚餐吃到飽(假日+200),83折,1298,1088,277,2026-08-11 11:03:02
13992136,歌林,4-5坪一級變頻冷暖,63折,25900,16490,15,2026-08-11 11:03:02
8649334,德邁國際工學椅,德邁國際工學椅,59折,4200,2499,119,2026-08-11 11:03:02
14003035,JVC,65型Mini LED TV,66折,29999,19988,49,2026-08-11 11:03:02
14069610,LEGO 樂高,航海王系列 75639 前進梅利號海賊船,63折,4699,2999,60,2026-08-11 11:03:02
14645822,健康優見,活力B群糖衣錠升級版x10瓶,16折,5500,888,200,2026-08-11 11:03:02
14211446,輝葉,WePAPA登山健走機(超慢跑 走路機HY-20613),69折,17800,12400,20,2026-08-11 11:03:02
14833198,HP 惠普,15吋Ultra 5輕薄高效筆電,67折,33900,22999,15,2026-08-11 11:03:02
12608515,ASUS 華碩,Zenfone 11 Ultra 5G 6.78吋(12G/256G/高通驍龍8 Gen3/5000萬鏡頭畫素/AI手機),74折,23990,17777,29,2026-08-11 11:03:02
7636288,雨之情,時尚高機能風雨衣 2.0版(升級版防水拉鍊),68折,890,609,498,2026-08-11 11:03:02
14499417,翻轉拉！孩子最愛的交通×工程×城市探險立體遊戲書,翻轉拉！孩子最愛的交通×工程×城市探險立體遊戲書,55折,2250,1247,91,2026-08-11 11:03:02
10977760,COACH,斜背包/肩背包/後背包/兩用包(多款),98折,6980,6888,39,2026-08-11 11:03:02
10960211,HP,ST580三合一wifi連供機★低成本大印量多功能,76折,7817,5990,15,2026-08-11 11:03:02
9929266,m2 美度,超能膠原飲8盒囤貨組(64入),37折,13440,5080,500,2026-08-11 11:03:02
15395134,契爾氏,冰河醣蛋白吸油水感凝凍,45折,3200,1440,114,2026-08-11 11:03:02
15256433,法國STAUB,鑄鐵雙鍋組 圓鍋+平煎鍋16cm,31折,14880,4699,65,2026-08-11 11:03:02
15050983,野人舒食,舒肥雞胸30入,44折,3590,1599,200,2026-08-11 11:03:02
14047897,惜惜,康普茶氣泡飲420mlx2箱(共48入),52折,1824,949,288,2026-08-11 11:03:02
14532866,Tefal 特福,醇火不沾鍋具3件組,33折,2699,899,350,2026-08-11 11:03:02
9735781,Persil,深層酵解濃縮洗衣精6包,49折,1914,949,499,2026-08-11 11:03:02
14734140,Nutram 紐頓,無穀均衡健康狗飼料11.4kg,49折,4000,1999,76,2026-08-11 11:03:02
